HostStar,HostStarClass,HostStarRadiusSlrRad,HostStarTempK,DistFromSunParsec,HostStarInnerHabitabilityAU,HostStarOuterHabitabilityAU,HostStarColor,HostStarMetallicity,HostStarLuminosity,HostStarMassSlrMass,RightAscension,Declination,HostStarPlanetList,DistFromSunLY,HabitablePlanets,HabitablePlanetsList,Planets,Coordinates
Kepler-533,K,0.72,4758.0,,0.4664793082723979,0.6720332981851931,#ffd2a1,0.01,9.157553164942304e+25,0.78,19 34 45,+48 49 31,['Kepler-533 b'],,0,[],1,nan
Kepler-534,G,0.98,5884.0,,0.971007124375738,1.398881169611268,#fff4ea,0.01,3.967888983252109e+26,1.05,19 45 40,+49 32 24,['Kepler-534 b'],,0,[],1,nan
Kepler-535,F,1.27,6123.0,,1.3626466485637119,1.9630965516706853,#f8f7ff,0.13,7.814139942099706e+26,1.18,19 46 16,+49 41 47,['Kepler-535 b'],,0,[],1,nan
Kepler-536,G,0.89,5524.0,,0.7772278589158691,1.1197131195445005,#fff4ea,0.0,2.5422098548479845e+26,0.92,19 50 57,+49 38 14,['Kepler-536 b'],,0,[],1,nan
Kepler-537,G,0.99,5763.0,,0.9409866159951984,1.3556321317602913,#fff4ea,0.23,3.726332227318575e+26,1.07,19 19 31,+51 16 37,['Kepler-537 b'],,0,[],1,nan
Kepler-538,G,0.9,5650.0,,0.8222245080521462,1.1845375308100827,#fff4ea,-0.05,2.8450867636888078e+26,0.96,19 49 57,+49 37 24,['Kepler-538 b'],,0,[],1,nan
Kepler-54,K,0.5539999999999999,4252.0,499.51,0.2866469261615772,0.41295782210884974,#ffd2a1,,3.4578747461792408e+25,0.514,19 39 05,+43 03 22,"['Kepler-54 b', 'Kepler-54 c', 'Kepler-54 d']",1628.4026,0,[],3,840.2219668475061 -502.3749706869187 -1302.2620316388532
Kepler-540,G,1.08,5946.0,,1.0927594674098189,1.5742836519935928,#fff4ea,-0.1,5.025321315451732e+26,1.02,19 22 30,+44 52 26,['Kepler-540 b'],,0,[],1,nan
Kepler-541,F,2.06,6166.0,,2.241430481831161,3.2291162601326286,#f8f7ff,0.07,2.1142932695902428e+27,1.41,19 36 36,+38 27 30,['Kepler-541 b'],,0,[],1,nan
Kepler-542,G,0.9,5526.0,,0.7865299836055378,1.133114223140027,#fff4ea,0.02,2.6034260506293085e+26,0.93,19 28 52,+38 32 55,['Kepler-542 b'],,0,[],1,nan
Kepler-543,K,0.67,4671.0,,0.4183555644927584,0.6027038388078328,#ffd2a1,-0.19,7.3655601344359485e+25,0.7,19 08 52,+38 51 45,['Kepler-543 b'],,0,[],1,nan
Kepler-544,F,1.22,6206.0,,1.3447278076406284,1.937281777999816,#f8f7ff,0.02,7.609978877865037e+26,1.16,19 36 07,+39 03 07,['Kepler-544 b'],,0,[],1,nan
Kepler-545,G,1.07,5882.0,,1.0594606490845828,1.5263117177449883,#fff4ea,0.03,4.723722113385119e+26,1.04,19 22 16,+40 41 31,['Kepler-545 b'],,0,[],1,nan
Kepler-546,G,1.15,5967.0,,1.1718200609202691,1.6881822761578205,#fff4ea,0.14,5.7787850036604654e+26,1.11,18 53 02,+40 59 26,['Kepler-546 b'],,0,[],1,nan
Kepler-547,K,0.73,4828.0,,0.4869769390530584,0.7015632048160478,#ffd2a1,0.01,9.980021363518856e+25,0.78,19 04 28,+44 20 43,['Kepler-547 b'],,0,[],1,nan
Kepler-548,G,0.9,5535.0,,0.7890940568313843,1.1368081545882098,#fff4ea,0.0,2.620427960209212e+26,0.93,19 59 37,+45 26 23,['Kepler-548 b'],,0,[],1,nan
Kepler-549,G,0.84,5360.0,,0.6906529609136485,0.9949890145033732,#fff4ea,-0.03,2.0074023854794927e+26,0.88,18 52 05,+47 15 40,"['Kepler-549 b', 'Kepler-549 c']",,0,[],2,nan
Kepler-55,K,0.619,4503.0,610.01,0.3592076320645471,0.5174923848254958,#ffd2a1,,5.430074535022679e+25,0.631,19 00 40,+44 01 35,"['Kepler-55 d', 'Kepler-55 b', 'Kepler-55 c', 'Kepler-55 e', 'Kepler-55 f']",1988.6326,0,[],5,-1496.5659765358205 1308.0729203288201 87.69591369371948
Kepler-550,G,0.83,5322.0,,0.672788942971025,0.9692532215455204,#fff4ea,-0.02,1.9049008282029544e+26,0.87,19 50 48,+47 51 50,['Kepler-550 b'],,0,[],1,nan
Kepler-551,K,0.63,4286.0,,0.3312042457634207,0.477149313391102,#ffd2a1,-0.09,4.6164322970973865e+25,0.65,19 01 56,+48 03 16,['Kepler-551 b'],,0,[],1,nan
Kepler-552,G,1.04,5863.0,,1.0231142656833272,1.473949309635804,#fff4ea,0.01,4.405172915260264e+26,1.03,19 22 59,+48 14 31,['Kepler-552 b'],,0,[],1,nan
Kepler-553,G,0.85,5266.0,,0.6745771835787014,0.9718294499273884,#fff4ea,0.21,1.915040555086768e+26,0.92,19 54 12,+48 19 57,"['Kepler-553 b', 'Kepler-553 c']",,0,[],2,nan
Kepler-554,G,0.92,5447.0,,0.7811844512422987,1.1254131832848455,#fff4ea,0.14,2.5681587191144037e+26,0.93,19 45 38,+51 21 29,['Kepler-554 b'],,0,[],1,nan
Kepler-555,G,1.04,5894.0,,1.0339620880227531,1.48957722216185,#fff4ea,0.0,4.499082010354992e+26,1.03,19 02 04,+38 55 57,['Kepler-555 b'],,0,[],1,nan
Kepler-556,G,0.98,5740.0,,0.9240614932856108,1.3312489579838644,#fff4ea,0.03,3.59348987878836e+26,1.0,19 22 07,+38 56 34,['Kepler-556 b'],,0,[],1,nan
Kepler-557,F,1.16,6068.0,,1.2223628603059402,1.760996747385836,#f8f7ff,0.02,6.288035311955476e+26,1.11,19 34 50,+41 36 54,['Kepler-557 b'],,0,[],1,nan
Kepler-558,G,0.81,5242.0,,0.6369862601673264,0.9176740955655148,#fff4ea,-0.06,1.707555424999218e+26,0.85,18 58 38,+42 39 10,['Kepler-558 b'],,0,[],1,nan
Kepler-559,G,0.95,5630.0,,0.861770071921204,1.2415088374559011,#fff4ea,0.03,3.125341616612751e+26,0.96,19 46 33,+43 48 10,['Kepler-559 b'],,0,[],1,nan
Kepler-56,K,4.22,4840.0,,2.8291383569299686,4.075797462638248,#ffd2a1,0.2,3.368395306274978e+27,1.32,19 35 02.01,+41 52 18.7,"['Kepler-56 b', 'Kepler-56 c', 'Kepler-56 d']",,1,['Kepler-56 d'],3,nan
Kepler-560,M,0.33,3556.0,,0.11942313205980873,0.17204690517782606,#ffcc6f,-0.39,6.001939231448742e+24,0.34,20 00 49,+45 01 05,['Kepler-560 b'],,0,[],1,nan
Kepler-561,G,0.94,5646.0,,0.8575522955127591,1.235432498933465,#fff4ea,0.02,3.0948236533196724e+26,0.96,19 34 59,+45 06 26,"['Kepler-561 b', 'Kepler-561 c']",,0,[],2,nan
Kepler-562,G,0.9,5575.0,,0.8005404213510294,1.1532983567557094,#fff4ea,-0.04,2.697001641421486e+26,0.93,19 20 29,+46 16 26,['Kepler-562 b'],,0,[],1,nan
Kepler-563,K,0.77,5066.0,,0.5655514349740384,0.8147615326102147,#ffd2a1,-0.08,1.3460428862958991e+26,0.8,19 29 47,+46 17 23,['Kepler-563 b'],,0,[],1,nan
Kepler-564,G,0.92,5626.0,,0.833370831064308,1.2005954782552597,#fff4ea,-0.01,2.922747320383738e+26,0.95,19 47 21,+46 37 35,['Kepler-564 b'],,0,[],1,nan
Kepler-565,G,0.95,5735.0,,0.8942139945469301,1.2882491664299356,#fff4ea,-0.02,3.3650971326383195e+26,0.98,18 54 28,+47 11 48,['Kepler-565 b'],,0,[],1,nan
Kepler-566,K,0.79,5132.0,,0.5954583631709095,0.8578469411981444,#ffd2a1,-0.01,1.4921671624330124e+26,0.83,19 26 13,+47 48 52,['Kepler-566 b'],,0,[],1,nan
Kepler-567,K,0.79,5148.0,,0.5991770636624364,0.8632042861263451,#ffd2a1,0.0,1.510862842633594e+26,0.84,19 50 41,+48 18 08,['Kepler-567 b'],,0,[],1,nan
Kepler-568,K,0.53,3768.0,,0.21535188146708809,0.31024663389400203,#ffd2a1,0.11,1.9516953198719526e+25,0.55,19 52 25,+48 24 04,['Kepler-568 b'],,0,[],1,nan
Kepler-569,G,0.93,5616.0,,0.8394370997559734,1.2093348467207885,#fff4ea,0.01,2.9654526817509295e+26,0.95,18 54 02,+48 33 09,['Kepler-569 b'],,0,[],1,nan
Kepler-57,K,0.73,5145.0,570.05,0.553024829962516,0.7967150822496756,#ffd2a1,,1.2870752576579736e+26,0.83,19 34 33,+44 39 25,"['Kepler-57 b', 'Kepler-57 c']",1858.363,0,[],2,-147.02553470039672 -1444.4794801713176 1161.3311481646992
Kepler-570,G,0.9,5496.0,,0.7780132084208712,1.1208445331114372,#fff4ea,0.06,2.5473499998419318e+26,0.93,19 21 45,+48 47 31,['Kepler-570 b'],,0,[],1,nan
Kepler-571,G,0.9,5527.0,,0.7868146745754651,1.1335243631142788,#fff4ea,0.01,2.6053110544805458e+26,0.93,19 06 12,+49 25 07,['Kepler-571 b'],,0,[],1,nan
Kepler-572,G,0.79,5212.0,,0.6141676228422879,0.8848004314400258,#fff4ea,-0.1,1.587407821189967e+26,0.83,19 24 53,+50 34 53,['Kepler-572 b'],,0,[],1,nan
Kepler-573,G,1.02,5746.0,,0.9637900261295927,1.3884838588374075,#fff4ea,0.02,3.9091247956770815e+26,0.99,19 18 05,+51 14 14,['Kepler-573 b'],,0,[],1,nan
Kepler-574,G,0.91,5612.0,,0.8202150420383142,1.1816425941024549,#fff4ea,-0.01,2.831197323576476e+26,0.95,19 20 59,+52 08 57,['Kepler-574 b'],,0,[],1,nan
Kepler-575,G,0.95,5710.0,,0.8864348753955791,1.277042180380288,#fff4ea,0.0,3.306803195027202e+26,0.97,19 07 51,+37 49 47,['Kepler-575 b'],,0,[],1,nan
Kepler-576,G,0.97,5672.0,,0.8930899272658105,1.2866297791839922,#fff4ea,0.09,3.356642292608751e+26,0.99,19 40 44,+38 39 15,['Kepler-576 b'],,0,[],1,nan
Kepler-577,K,0.73,4984.0,,0.5189552860391832,0.7476328023619409,#ffd2a1,-0.14,1.133377429930919e+26,0.78,19 38 51,+39 04 26,['Kepler-577 b'],,0,[],1,nan
Kepler-578,G,0.83,5334.0,,0.6758263609748267,0.9736290770290612,#fff4ea,-0.03,1.922139639922797e+26,0.87,19 15 01,+39 33 49,['Kepler-578 b'],,0,[],1,nan
Kepler-579,G,0.96,5636.0,,0.8726984698441327,1.257252831176063,#fff4ea,0.13,3.205111252067329e+26,0.99,19 40 00,+39 57 11,['Kepler-579 b'],,0,[],1,nan
Kepler-58,F,1.127,6099.0,1302.83,1.1997539690250922,1.7284252538461775,#f8f7ff,,6.057578774437805e+26,1.04,19 45 26,+39 06 54,"['Kepler-58 b', 'Kepler-58 c', 'Kepler-58 d']",4247.225799999998,0,[],3,327.00775327085734 568.2415838018012 4198.381485322677
Kepler-580,K,0.64,4298.0,,0.3383481520695428,0.4874411802149692,#ffd2a1,-0.06,4.8177282297018345e+25,0.67,18 53 59.9,+40 33 10,['Kepler-580 b'],,0,[],1,nan
Kepler-581,G,1.0,5772.0,,0.9534625892455924,1.37360563948689,#fff4ea,0.03,3.825797637984441e+26,1.0,19 41 44,+40 38 54,['Kepler-581 b'],,0,[],1,nan
Kepler-582,G,0.91,5564.0,,0.8062442819323298,1.1615156220681535,#fff4ea,0.01,2.735570898182573e+26,0.93,19 50 01,+41 03 25,['Kepler-582 b'],,0,[],1,nan
Kepler-583,G,0.91,5523.0,,0.7944059555538233,1.1444607401472289,#fff4ea,0.07,2.6558262709266152e+26,0.94,18 48 27,+42 21 16,['Kepler-583 b'],,0,[],1,nan
Kepler-584,F,1.24,6195.0,,1.3619316706186366,1.962066518873865,#f8f7ff,0.02,7.805941966495756e+26,1.17,19 12 55,+42 24 49,['Kepler-584 b'],,0,[],1,nan
Kepler-585,G,0.93,5593.0,,0.8325754481036179,1.1994496099929084,#fff4ea,0.03,2.9171709455871918e+26,0.96,19 06 07,+43 52 24,['Kepler-585 b'],,0,[],1,nan
Kepler-586,G,0.92,5575.0,,0.8183302084921635,1.1789272091280585,#fff4ea,0.0,2.8182002337026494e+26,0.94,19 32 14,+45 33 04,['Kepler-586 b'],,0,[],1,nan
Kepler-587,G,0.89,5549.0,,0.7842787876931324,1.1298710383147927,#fff4ea,-0.05,2.588544393677993e+26,0.92,19 14 41,+47 23 57,['Kepler-587 b'],,0,[],1,nan
Kepler-588,G,1.0,5835.0,,0.9743898095618986,1.40375443417427,#fff4ea,0.0,3.995582906766535e+26,1.01,18 57 02,+47 41 20,['Kepler-588 b'],,0,[],1,nan
Kepler-589,G,0.83,5296.0,,0.6662313391682103,0.9598060112756408,#fff4ea,0.01,1.867948057335176e+26,0.88,18 42 34,+47 45 07,['Kepler-589 b'],,0,[],1,nan
Kepler-59,F,0.94,6074.0,811.89,0.9924952600540424,1.4298380468738905,#f8f7ff,,4.145448866328856e+26,1.04,19 08 09,+46 38 24,"['Kepler-59 b', 'Kepler-59 c']",2646.7614,0,[],2,952.0153534312817 2141.979866966009 1231.9327218321368
Kepler-590,,1.15,6000.0,,1.1848172095042282,1.7069066149976917,,0.07,5.9076857718321657e+26,1.1,19 45 33,+48 14 00,['Kepler-590 b'],,0,[],1,nan
Kepler-591,G,0.94,5677.0,,0.8669951232559987,1.2490363063477443,#fff4ea,0.01,3.1633554136760435e+26,0.97,19 04 06,+48 25 54,['Kepler-591 b'],,0,[],1,nan
Kepler-592,G,1.04,5913.0,,1.040639028675461,1.4991963550345255,#fff4ea,-0.03,4.5573764058722215e+26,1.04,19 03 10,+48 40 60,['Kepler-592 b'],,0,[],1,nan
Kepler-593,G,1.1,5967.0,,1.1208713626193882,1.6147830467596551,#fff4ea,0.04,5.287205939076873e+26,1.08,19 39 48,+48 39 04,['Kepler-593 b'],,0,[],1,nan
Kepler-594,G,0.87,5485.0,,0.7490719403060859,1.0791503024779885,#fff4ea,-0.03,2.3613574749913663e+26,0.91,19 15 41,+49 45 43,['Kepler-594 b'],,0,[],1,nan
Kepler-595,G,0.83,5247.0,,0.6539600725680944,0.9421274141333,#fff4ea,0.08,1.799770572639561e+26,0.87,19 38 17,+50 40 23,['Kepler-595 b'],,0,[],1,nan
Kepler-596,F,1.32,6267.0,,1.483693975275285,2.137483352465237,#f8f7ff,0.03,9.264102386613592e+26,1.21,19 18 00,+51 41 09,['Kepler-596 b'],,0,[],1,nan
Kepler-597,G,0.95,5683.0,,0.8780715984317827,1.2649936275250042,#fff4ea,-0.01,3.244699932587942e+26,0.97,19 33 53,+39 15 10,['Kepler-597 b'],,0,[],1,nan
Kepler-598,G,0.86,5307.0,,0.6931825782813414,0.9986333071281696,#fff4ea,0.02,2.0221341237365392e+26,0.87,19 32 30,+40 56 05,['Kepler-598 b'],,0,[],1,nan
Kepler-599,K,0.79,5127.0,,0.5942986431945424,0.8561761909057559,#ffd2a1,-0.02,1.486360506557287e+26,0.83,19 03 39,+41 04 10,['Kepler-599 b'],,0,[],1,nan
Kepler-6,G,1.29,5640.0,,1.1743537281305545,1.6918324031873293,#fff4ea,0.34,5.803801381600908e+26,1.05,19 47 21,+48 14 24,['Kepler-6 b'],,0,[],1,nan
Kepler-60,G,1.5,5915.0,664.24,1.5019371845216152,2.1637654272794418,#fff4ea,,9.493322157413036e+26,1.105,19 15 50.698,+42 15 54.04,"['Kepler-60 b', 'Kepler-60 c', 'Kepler-60 d']",2165.4224,0,[],3,-315.5561262685853 20.640307042696566 -2143.2575088407684
Kepler-600,G,0.81,5279.0,,0.6460101706016255,0.9306743898639892,#fff4ea,-0.09,1.756278524072962e+26,0.84,18 55 20,+41 58 43,['Kepler-600 b'],,0,[],1,nan
Kepler-601,K,0.79,5160.0,,0.6019736855982336,0.8672332388150533,#ffd2a1,-0.02,1.5249994747455887e+26,0.85,18 48 01,+42 10 36,['Kepler-601 b'],,0,[],1,nan
Kepler-602,F,1.13,6062.0,,1.1883963797395092,1.7120629456973102,#f8f7ff,-0.02,5.943432299468007e+26,1.08,19 44 08,+42 08 31,['Kepler-602 b'],,0,[],1,nan
Kepler-603,G,1.01,5808.0,,0.9750471152414564,1.404701381436272,#fff4ea,0.03,4.000975420410784e+26,1.01,19 37 07,+42 17 27,"['Kepler-603 b', 'Kepler-603 c', 'Kepler-603 d']",,0,[],3,nan
Kepler-604,G,1.03,5890.0,,1.0226307011414708,1.4732526625001512,#fff4ea,-0.02,4.401009779061751e+26,1.02,19 29 16,+42 37 35,['Kepler-604 b'],,0,[],1,nan
Kepler-605,G,0.88,5462.0,,0.7513409788788159,1.0824191923273334,#fff4ea,0.02,2.3756848739244226e+26,0.91,19 09 11,+43 16 48,"['Kepler-605 b', 'Kepler-605 c']",,0,[],2,nan
Kepler-606,F,1.22,6161.0,,1.3252971402444051,1.9092889919005056,#f8f7ff,0.01,7.391646715040248e+26,1.13,19 29 43,+44 22 53,['Kepler-606 b'],,0,[],1,nan
Kepler-607,K,0.8,5196.0,,0.6181292349015326,0.8905077268571887,#ffd2a1,-0.02,1.6079526234649805e+26,0.84,19 24 14,+44 37 57,['Kepler-607 b'],,0,[],1,nan
Kepler-608,G,1.01,5820.0,,0.9790803978667424,1.4105119290363837,#fff4ea,-0.02,4.034143951203719e+26,1.0,19 35 32,+44 38 17,['Kepler-608 b'],,0,[],1,nan
Kepler-609,G,1.14,5971.0,,1.1631882494287549,1.6757468591026916,#fff4ea,0.06,5.693963677604903e+26,1.09,19 28 53,+44 42 00,['Kepler-609 b'],,0,[],1,nan
Kepler-61,K,0.62,4017.0,326.2,0.2863164927762063,0.4124817833352894,#ffd2a1,0.03,3.4499071833862924e+25,0.35,19 41 13,+42 28 31,['Kepler-61 b'],1063.4119999999998,0,[],1,67.80668139327521 -0.3764284167979269 -1061.7591584473987
Kepler-610,G,1.13,5943.0,,1.1421967407589482,1.6455054474150044,#fff4ea,0.12,5.49030552789943e+26,1.1,19 32 41,+45 03 56,"['Kepler-610 b', 'Kepler-610 c']",,0,[],2,nan
Kepler-611,G,1.01,5761.0,,0.959330245082352,1.3820588763929322,#fff4ea,0.06,3.873030824838388e+26,1.01,19 04 01,+45 28 49,['Kepler-611 b'],,0,[],1,nan
Kepler-612,G,0.96,5693.0,,0.8904399021337324,1.282812021143706,#fff4ea,0.04,3.3367518224051935e+26,0.98,19 25 25,+45 44 52,['Kepler-612 b'],,0,[],1,nan
Kepler-613,G,0.96,5723.0,,0.8998492052736977,1.2963675313467071,#fff4ea,-0.01,3.407643509125378e+26,0.98,18 51 09,+46 14 42,['Kepler-613 b'],,0,[],1,nan
Kepler-614,G,0.81,5268.0,,0.6433207565934614,0.9267998862492725,#fff4ea,-0.07,1.7416857874997902e+26,0.85,19 53 32,+46 16 34,['Kepler-614 b'],,0,[],1,nan
Kepler-615,K,0.69,4655.0,,0.4278972288862893,0.6164500352175059,#ffd2a1,-0.07,7.705372307312482e+25,0.73,18 49 48,+46 19 17,['Kepler-615 b'],,0,[],1,nan
Kepler-616,G,0.97,5753.0,,0.918779919587605,1.3236400601636713,#fff4ea,-0.02,3.5525293091856746e+26,0.98,19 39 57,+46 50 18,"['Kepler-616 b', 'Kepler-616 c']",,0,[],2,nan
Kepler-617,K,0.48,3712.0,,0.1892815070144352,0.27268835549313336,#ffd2a1,-0.07,1.5077559463952128e+25,0.51,18 54 58,+47 30 59,['Kepler-617 b'],,0,[],1,nan
Kepler-618,G,1.08,5860.0,,1.061377801238906,1.5290736625141232,#fff4ea,0.08,4.740833249666319e+26,1.05,19 04 59.9,+48 03 39,['Kepler-618 b'],,0,[],1,nan
Kepler-619,G,1.11,5980.0,,1.1359948416912578,1.636570683082354,#fff4ea,0.05,5.430844882777393e+26,1.09,19 23 24,+48 24 58,"['Kepler-619 b', 'Kepler-619 c']",,0,[],2,nan
Kepler-62,K,0.63,4925.0,368.0,0.43732472498036296,0.6300317550952689,#ffd2a1,-0.37,8.048644458441966e+25,0.69,18 52 51,+45 20 59,"['Kepler-62 b', 'Kepler-62 c', 'Kepler-62 d', 'Kepler-62 e', 'Kepler-62 f']",1199.6799999999996,2,"['Kepler-62 e', 'Kepler-62 f']",5,216.22822443756425 109.5992425710776 1175.5197791152855
Kepler-620,F,1.22,6155.0,,1.3227170685519778,1.905572012265465,#f8f7ff,0.03,7.362894800768862e+26,1.15,19 24 38,+51 20 06,['Kepler-620 b'],,0,[],1,nan
Kepler-621,K,0.68,4521.0,,0.39776717356578495,0.5730431785950103,#ffd2a1,-0.02,6.6584410416294965e+25,0.72,19 23 43,+39 54 51,['Kepler-621 b'],,0,[],1,nan
Kepler-622,K,0.61,4201.0,,0.3080961069388719,0.4438585790031267,#ffd2a1,-0.09,3.994726965437304e+25,0.64,18 57 55,+40 55 59,['Kepler-622 b'],,0,[],1,nan
Kepler-623,G,0.86,5443.0,,0.7291655341715313,1.0504721434849065,#fff4ea,-0.03,2.237520097025854e+26,0.9,19 47 57,+47 28 39,['Kepler-623 b'],,0,[],1,nan
Kepler-624,F,1.18,6117.0,,1.263601058047124,1.820406546593988,#f8f7ff,-0.06,6.719464156201733e+26,1.1,19 40 46,+39 32 23,['Kepler-624 b'],,0,[],1,nan
Kepler-625,G,0.96,5789.0,,0.9207237475865936,1.3264404354817172,#fff4ea,0.1,3.567577114759545e+26,1.04,19 28 36,+39 38 15,"['Kepler-625 b', 'Kepler-625 c']",,0,[],2,nan
Kepler-626,G,1.05,5813.0,,1.0154088810839392,1.4628485492499044,#fff4ea,0.01,4.3390693859287925e+26,1.01,19 14 48,+39 42 30,['Kepler-626 b'],,0,[],1,nan
Kepler-627,F,1.49,6424.0,,1.7597393500512244,2.535168052235701,#f8f7ff,0.05,1.303200899066628e+27,1.3,19 28 25,+39 46 04,['Kepler-627 b'],,0,[],1,nan
Kepler-628,G,1.28,5721.0,,1.198960506469939,1.72728215221558,#fff4ea,0.04,6.049569011321184e+26,1.0,19 21 48,+39 51 17,['Kepler-628 b'],,0,[],1,nan
Kepler-629,G,0.84,5444.0,,0.7124699171377425,1.026419607002619,#fff4ea,0.01,2.136228689128604e+26,0.93,19 17 40,+39 56 42,['Kepler-629 b'],,0,[],1,nan
Kepler-63,G,0.901,5576.0,200.0,0.8017174449817472,1.1549940355533876,#fff4ea,0.05,2.704938200883675e+26,0.984,19 16 54,+49 32 54,['Kepler-63 b'],652.0,0,[],1,481.9885325328157 96.92129526130083 -428.72521045020727
Kepler-630,G,1.04,5829.0,,1.0112824314735158,1.4569037806560776,#fff4ea,0.03,4.303874559162095e+26,1.02,19 33 42,+39 56 33,['Kepler-630 b'],,0,[],1,nan
Kepler-631,F,1.33,6185.0,,1.4560693544591392,2.0976859494315554,#f8f7ff,0.23,8.922340700547142e+26,1.24,19 47 33,+40 13 42,['Kepler-631 b'],,0,[],1,nan
Kepler-632,G,0.84,5322.0,,0.6808948338501939,0.9809309712026956,#fff4ea,0.11,1.9510785663811938e+26,0.91,19 49 01,+40 17 19,['Kepler-632 b'],,0,[],1,nan
Kepler-633,G,1.15,5899.0,,1.145264094571868,1.6499244299144245,#fff4ea,-0.05,5.519833404738195e+26,1.02,19 40 52,+40 35 32,['Kepler-633 b'],,0,[],1,nan
Kepler-634,F,1.24,6075.0,,1.3096802014036657,1.886790452885845,#f8f7ff,-0.18,7.218470806648024e+26,1.03,19 24 47,+40 42 10,['Kepler-634 b'],,0,[],1,nan
Kepler-635,F,1.51,6174.0,,1.6472564250280752,2.3731195545804042,#f8f7ff,0.41,1.1419237357258127e+27,1.33,19 19 06,+40 48 03,['Kepler-635 b'],,0,[],1,nan
Kepler-636,G,0.8,5203.0,,0.6197958319861981,0.8929087095282134,#fff4ea,-0.02,1.6166350207610177e+26,0.85,19 34 22,+41 05 43,['Kepler-636 b'],,0,[],1,nan
Kepler-637,F,2.56,6096.0,,2.7225815338607235,3.9222864022729618,#f8f7ff,0.38,3.1194387949373915e+27,1.64,19 29 40,+41 25 01,['Kepler-637 b'],,0,[],1,nan
Kepler-638,G,0.93,5382.0,,0.7709413641856074,1.110656482491835,#fff4ea,0.04,2.501251579119231e+26,0.88,18 59 41,+41 37 02,['Kepler-638 b'],,0,[],1,nan
Kepler-639,G,1.29,5896.0,,1.2833811984406118,1.8489028008789468,#fff4ea,0.23,6.931480806685449e+26,1.14,19 28 45,+41 43 37,['Kepler-639 b'],,0,[],1,nan
Kepler-640,G,0.94,5653.0,,0.8596800274619918,1.2384978154311947,#fff4ea,0.15,3.1102002650816966e+26,1.01,19 44 08,+42 07 54,['Kepler-640 b'],,0,[],1,nan
Kepler-641,G,1.13,5713.0,,1.0554991895633992,1.5206046420817445,#fff4ea,0.15,4.688462948050076e+26,1.02,19 27 18,+42 30 58,['Kepler-641 b'],,0,[],1,nan
Kepler-642,F,1.66,6570.0,,2.050641960590296,2.954256824973068,#f8f7ff,0.06,1.7696784376329542e+27,1.4,19 35 20,+42 37 30,['Kepler-642 b'],,0,[],1,nan
Kepler-643,K,2.52,4908.0,,1.7372433642092298,2.5027592158881413,#ffd2a1,0.13,1.2700944047361246e+27,1.0,19 21 19,+42 53 54,['Kepler-643 b'],,0,[],1,nan
Kepler-644,F,1.81,6747.0,,2.3580391306926454,3.397108480798378,#f8f7ff,0.08,2.3400045149674643e+27,1.49,19 41 54,+43 29 35,['Kepler-644 b'],,0,[],1,nan
Kepler-645,F,1.21,6170.0,,1.3182771091532264,1.8991755858739032,#f8f7ff,-0.01,7.313547759065645e+26,1.13,19 21 17,+44 02 09,['Kepler-645 b'],,0,[],1,nan
Kepler-646,G,0.91,5634.0,,0.8266584134356197,1.1909252354860569,#fff4ea,-0.07,2.875854172418361e+26,0.93,19 21 53,+44 23 14,['Kepler-646 b'],,0,[],1,nan
Kepler-647,F,1.07,6020.0,,1.1097566925427351,1.5987707001080604,#f8f7ff,-0.14,5.182868922143659e+26,1.03,18 59 09,+44 35 30,['Kepler-647 b'],,0,[],1,nan
Kepler-648,G,0.98,5741.0,,0.9243834939777524,1.3317128482000444,#fff4ea,0.21,3.5959947073968326e+26,1.05,18 55 36,+45 01 01,['Kepler-648 b'],,0,[],1,nan
Kepler-649,G,0.94,5871.0,,0.9272632053700882,1.3358615036934254,#fff4ea,-0.17,3.618434651444143e+26,0.97,19 02 37,+45 04 46,['Kepler-649 b'],,0,[],1,nan
Kepler-65,F,1.41,6211.0,246.65,1.5566579132530869,2.242598831369113,#f8f7ff,0.17,1.0197672192132259e+27,1.25,19 14 45,+41 09 04,"['Kepler-65 b', 'Kepler-65 c', 'Kepler-65 d']",804.079,0,[],3,-722.4092426910612 254.77424024463855 -245.720417608122
Kepler-650,G,1.35,5849.0,,1.3217460579040587,1.9041731260196624,#fff4ea,0.13,7.352088521475e+26,1.08,19 16 00,+45 09 15,['Kepler-650 b'],,0,[],1,nan
Kepler-651,G,0.87,5522.0,,0.7592120103682881,1.0937585918637875,#fff4ea,-0.04,2.425720840574144e+26,0.92,19 09 20,+46 12 13,['Kepler-651 b'],,0,[],1,nan
Kepler-652,G,0.88,5490.0,,0.7590639631651446,1.0935453076977997,#fff4ea,0.17,2.424774896182773e+26,0.97,19 12 02,+46 28 25,['Kepler-652 b'],,0,[],1,nan
Kepler-653,G,1.19,5665.0,,1.0929437285223522,1.5745491077190388,#fff4ea,0.23,5.027016197798095e+26,1.02,18 48 51,+46 43 04,"['Kepler-653 b', 'Kepler-653 c']",,0,[],2,nan
Kepler-654,G,1.11,5865.0,,1.0927228488309768,1.57423089744719,#fff4ea,0.04,5.024984522137173e+26,1.04,19 48 16,+46 50 03,['Kepler-654 b'],,0,[],1,nan
Kepler-655,F,1.24,6170.0,,1.3509616655785133,1.9462625838707768,#f8f7ff,0.0,7.680698746219068e+26,1.15,19 49 02,+46 50 35,['Kepler-655 b'],,0,[],1,nan
